net,length_um
_06548_,109.36
clknet_leaf_1_clk,108.91
clknet_leaf_66_clk,108.74
_03770_,108.66
_05242_,108.58
_03844_,108.33
decoded_imm_j\[7\],108.295
alu_out\[7\],108.045
_01153_,107.98
_05960_,107.88
_06905_,107.69
_04982_,107.66
_03894_,107.65
_06997_,107.6
_04743_,107.53
_07953_,107.51
_05078_,107.31
clknet_leaf_160_clk,106.96
clknet_leaf_111_clk,106.865
clknet_leaf_188_clk,106.72
_07191_,106.66
clknet_leaf_85_clk,106.64
clknet_leaf_82_clk,106.615
_05840_,106.58
clknet_leaf_76_clk,106.4
_06175_,106.14
_03208_,105.94
_07937_,105.85
clknet_leaf_137_clk,105.58
reg_pc\[22\],105.545
_05298_,105.32
clknet_leaf_41_clk,105.295
_03231_,105.275
_06281_,105.12
_04851_,105.1
_07922_,104.96
clknet_leaf_26_clk,104.66
alu_out_q\[16\],104.56
_03609_,104.55
_06559_,104.55
_04947_,104.46
clknet_leaf_185_clk,104.36
clknet_leaf_119_clk,104.28
_02472_,103.8
decoded_imm_j\[5\],103.77
_02481_,103.76
_03402_,103.72
clknet_leaf_181_clk,103.68
clknet_leaf_183_clk,103.64
_05838_,103.4
_02506_,103.27
clknet_leaf_182_clk,103.22
alu_out_q\[14\],103.17
reg_next_pc\[24\],103.07
_06959_,102.98
_05835_,102.91
is_slli_srli_srai,102.76
clknet_leaf_101_clk,102.74
_06029_,102.26
clknet_leaf_114_clk,101.96
_04544_,101.34
clknet_leaf_31_clk,101.34
_03271_,101.28
_06495_,101.26
net148,100.98
_06075_,100.86
_07254_,100.81
_02633_,100.76
clknet_leaf_176_clk,100.54
_03739_,100.42
_07912_,100.33
_04531_,100.29
_04311_,100.22
_04390_,100.18
clknet_leaf_23_clk,100.14
_02618_,100.07
_04079_,100.06
alu_out\[5\],100.04
reg_pc\[10\],99.76
clknet_leaf_177_clk,99.76
_04007_,99.72
_03869_,99.54
clknet_leaf_116_clk,99.3
_07442_,99.2
_03798_,99.13
_05278_,99.085
clknet_leaf_187_clk,99.04
clknet_leaf_142_clk,99
clknet_leaf_109_clk,98.86
mem_rdata_q\[15\],98.69
_05987_,98.68
decoded_imm_j\[1\],98.635
alu_out\[23\],98.44
_06071_,98.22
_03341_,98.06
net149,97.6
reg_next_pc\[13\],97.535
_04813_,97.46
_06423_,97.42
_05857_,97.35
_06386_,97.16
_03411_,96.97
clknet_leaf_112_clk,96.9
_07945_,96.88
net146,96.72
mem_rdata_q\[14\],96.65
clknet_leaf_10_clk,96.635
_05673_,96.42
reg_out\[0\],96.34
clknet_leaf_147_clk,96.28
_05970_,96.26
clknet_leaf_24_clk,96.26
_06982_,96.24
clknet_leaf_15_clk,96.12
clknet_leaf_172_clk,96.06
_04581_,96.02
reg_pc\[7\],96
_03342_,95.77
_05046_,95.54
reg_pc\[17\],95.465
clknet_leaf_162_clk,95.44
clknet_leaf_94_clk,95.4
clknet_leaf_139_clk,95.26
reg_pc\[14\],95.2
_03727_,95.12
_04562_,94.83
clknet_leaf_90_clk,94.6
_07924_,94.49
irq_state\[1\],94.44
clknet_leaf_179_clk,94.37
clknet_leaf_113_clk,94.05
_04048_,94
reg_pc\[19\],93.9
clknet_leaf_103_clk,93.9
_04962_,93.7
_06226_,93.685
_04890_,93.53
clknet_leaf_61_clk,93.415
clknet_leaf_57_clk,93.32
reg_pc\[2\],93.26
_07281_,92.84
clknet_leaf_138_clk,92.835
_04788_,92.79
clknet_leaf_16_clk,92.76
_03923_,92.73
_03748_,92.41
_05231_,92.23
reg_pc\[31\],92.155
_06557_,92.08
_07925_,92.04
_04224_,92.02
_06030_,92.02
clknet_leaf_95_clk,91.88
_03286_,91.83
clknet_leaf_25_clk,91.38
_05983_,91.325
instr_sll,91.26
clknet_leaf_38_clk,91.22
_07939_,91.04
_03623_,90.98
_06221_,90.64
reg_next_pc\[10\],90.545
reg_next_pc\[19\],90.48
_02067_,90.35
decoded_rd\[0\],90.35
cpuregs.raddr2\[3\],90.115
decoded_imm_j\[9\],89.955
_07961_,89.93
clknet_leaf_149_clk,89.84
reg_next_pc\[29\],89.8
clknet_leaf_157_clk,89.8
reg_next_pc\[12\],89.715
_06289_,89.64
alu_out_q\[1\],89.64
_07941_,89.635
alu_out_q\[6\],89.58
mem_rdata_q\[16\],89.54
_01864_,89.52
_06102_,89.5
_07995_,89.44
net80,89.06
_07935_,88.86
_05183_,88.82
clknet_leaf_2_clk,88.7
reg_pc\[30\],88.62
_05266_,88.61
decoded_imm_j\[20\],88.3
_05152_,88.26
clknet_leaf_156_clk,88.2
_05444_,88.18
_02643_,88.17
clknet_leaf_148_clk,88.08
clknet_leaf_154_clk,88.06
_02077_,87.72
_05485_,87.7
mem_rdata_q\[13\],87.6
_03217_,87.56
_05876_,87.5
reg_pc\[20\],87.225
_03833_,87.08
instr_srai,87.05
reg_pc\[6\],86.86
_05258_,86.83
_05974_,86.79
clknet_leaf_180_clk,86.785
_01821_,86.64
reg_next_pc\[31\],86.595
reg_out\[9\],86.34
_04266_,86.22
_06067_,86
clknet_leaf_88_clk,85.96
clknet_leaf_115_clk,85.94
_01812_,85.85
_07429_,85.78
_03816_,85.67
_02720_,85.66
_03846_,85.62
_04267_,85.6
_05597_,85.575
_07917_,85.51
clknet_leaf_186_clk,85.48
reg_next_pc\[25\],85.44
_04738_,85.435
clknet_leaf_123_clk,85.355
clknet_leaf_14_clk,85.33
clknet_leaf_39_clk,85.19
_06286_,84.99
decoded_imm_j\[10\],84.955
_07843_,84.92
_07237_,84.87
clknet_leaf_70_clk,84.76
clknet_leaf_145_clk,84.68
_05969_,84.64
_05111_,84.56
_05279_,84.3
decoded_imm_j\[4\],84.1
clknet_leaf_98_clk,83.98
_03354_,83.79
_05377_,83.77
_02746_,83.64
_06278_,83.64
clknet_leaf_124_clk,83.64
_07932_,83.615
_05309_,83.6
clknet_leaf_104_clk,83.48
clknet_leaf_29_clk,83.34
clknet_leaf_47_clk,83.34
clknet_leaf_130_clk,83.32
_03310_,83.16
_07928_,82.98
_06089_,82.56
_07680_,82.4
_05249_,82.24
clknet_leaf_67_clk,82.12
_04570_,82.06
_05342_,81.99
clknet_leaf_53_clk,81.94
mem_rdata_q\[8\],81.9
_06824_,81.72
alu_out\[29\],81.705
_07921_,81.695
cpuregs.raddr2\[4\],81.365
_03790_,81.34
decoded_rd\[1\],81.28
_03151_,81.19
decoded_rd\[3\],81.135
_07276_,80.93
_03317_,80.865
reg_pc\[9\],80.865
_08221_,80.76
_03850_,80.72
_06190_,80.62
clknet_leaf_178_clk,80.4
alu_out\[30\],80.325
_03281_,80.21
_04854_,80.2
_03400_,80.11
_05621_,80.045
cpuregs.waddr\[4\],80.04
_04230_,79.8
_05484_,79.71
clknet_leaf_133_clk,79.62
_03738_,79.47
net147,79.46
clknet_leaf_121_clk,79.4
_04151_,79.32
_02247_,79.2
clknet_leaf_92_clk,79.14
_07279_,79.05
_05856_,79
reg_next_pc\[23\],78.92
_05825_,78.9
_04992_,78.88
clknet_leaf_5_clk,78.84
_05345_,78.825
_04025_,78.82
clknet_leaf_191_clk,78.82
_05717_,78.74
_04752_,78.7
reg_out\[23\],78.62
_05015_,78.56
reg_pc\[1\],78.39
_04882_,78.38
clknet_leaf_37_clk,78.26
clknet_leaf_106_clk,78.24
clknet_leaf_122_clk,78.14
clknet_leaf_33_clk,78.1
_02676_,78.05
mem_rdata_q\[17\],78.04
_05228_,77.83
_03410_,77.74
_03269_,77.68
_03842_,77.52
net143,77.4
_04606_,77.14
mem_rdata_q\[18\],77.06
alu_out_q\[4\],77.02
_04033_,76.48
clknet_leaf_96_clk,76.45
clknet_leaf_159_clk,76.35
_05941_,76.3
_05418_,76.22
_03913_,76.1
_07405_,76.04
clknet_leaf_161_clk,75.99
reg_pc\[15\],75.58
_05600_,75.305
_04757_,75.2
_08396_,75.175
_02059_,75.16
_06109_,74.98
clknet_leaf_22_clk,74.92
reg_pc\[13\],74.86
clknet_leaf_36_clk,74.8
irq_pending\[24\],74.72
_03396_,74.7
_04663_,74.58
_02858_,74.54
_05316_,74.54
_02647_,74.49
clknet_leaf_134_clk,74.48
clknet_leaf_93_clk,74.28
clknet_leaf_132_clk,74.26
_03681_,74.12
_02831_,74.08
_05210_,74.06
_03496_,74.02
clknet_leaf_18_clk,74
_05313_,73.86
_03753_,73.83
_06134_,73.795
alu_out\[9\],73.7
_03337_,73.6
net152,73.56
_02071_,73.54
instr_or,73.52
_03499_,73.45
cpuregs.waddr\[3\],73.34
_03853_,73.3
decoded_imm_j\[3\],73.245
_04498_,73.22
_05834_,73.11
reg_next_pc\[17\],72.96
_07977_,72.94
clknet_leaf_184_clk,72.88
_03591_,72.84
clknet_leaf_72_clk,72.84
_05529_,72.51
clknet_leaf_170_clk,72.48
_03312_,72.415
clknet_leaf_165_clk,72.295
mem_rdata_q\[5\],72.26
net141,72.26
_02736_,72.24
decoded_rd\[4\],72.14
_07468_,72.1
_04270_,71.98
clknet_leaf_144_clk,71.955
reg_pc\[12\],71.925
clknet_leaf_79_clk,71.88
clknet_leaf_175_clk,71.88
_01846_,71.84
_04534_,71.84
reg_pc\[21\],71.785
alu_out\[18\],71.76
_07343_,71.74
_03564_,71.7
latched_stalu,71.675
_02726_,71.67
_04572_,71.52
clknet_leaf_102_clk,71.52
_05601_,71.395
_03493_,71.34
timer\[19\],71.25
cpuregs.regs\[0\]\[12\],71.14
_04094_,71.02
clknet_leaf_99_clk,71.02
_03403_,70.94
_03325_,70.84
_05791_,70.82
clknet_leaf_152_clk,70.78
clknet_leaf_78_clk,70.76
_07315_,70.67
irq_mask\[6\],70.66
_03380_,70.46
_04706_,70.44
clknet_leaf_60_clk,70.36
_02545_,69.98
timer\[8\],69.96
clknet_leaf_125_clk,69.92
_03115_,69.74
_05858_,69.635
clknet_leaf_63_clk,69.62
clknet_leaf_81_clk,69.58
_01952_,69.5
_07930_,69.46
clknet_leaf_86_clk,69.44
_05674_,69.42
clknet_leaf_97_clk,69.38
_03788_,69.36
_04387_,69.34
_01811_,69.06
_03900_,69
_04636_,68.96
_03851_,68.86
_03637_,68.82
_03299_,68.78
_08120_,68.77
_03634_,68.6
_01835_,68.3
net150,68.2
_05909_,68.185
clknet_leaf_32_clk,68.12
_01824_,68.1
_06119_,68.02
_07385_,67.88
_03889_,67.84
_04486_,67.76
irq_pending\[29\],67.69
clknet_leaf_129_clk,67.615
_02456_,67.44
_08257_,67.42
_05525_,67.3
_05827_,67.28
clknet_leaf_110_clk,67.27
_05994_,67.19
timer\[12\],67.19
_03932_,67.08
_04090_,67.08
_06347_,67.08
_02750_,67.065
clknet_leaf_120_clk,67
clknet_leaf_131_clk,66.88
_05759_,66.82
_07919_,66.7
_06302_,66.56
irq_pending\[8\],66.54
net153,66.52
_05513_,66.48
_06213_,66.47
_07198_,66.38
reg_next_pc\[8\],66.34
_05830_,66.28
_04261_,66.2
_03343_,66.12
instr_ori,66.12
_06254_,65.94
_05425_,65.92
mem_wordsize\[1\],65.9
instr_andi,65.8
_05042_,65.76
_02587_,65.72
_05478_,65.68
_07117_,65.68
net151,65.6
_07264_,65.57
clknet_leaf_108_clk,65.56
_02194_,65.54
clknet_leaf_146_clk,65.54
_06117_,65.465
_06279_,65.33
net139,65.3
_05283_,65.29
_03456_,65.275
_05978_,65.24
_06310_,65.24
clknet_leaf_3_clk,65.22
_07714_,65.18
_03633_,65.06
clknet_leaf_9_clk,64.98
_03632_,64.96
decoded_imm_j\[2\],64.875
reg_out\[13\],64.85
net144,64.68
clknet_leaf_65_clk,64.68
_05284_,64.62
_06180_,64.62
_07521_,64.58
clknet_leaf_55_clk,64.36
_07223_,64.31
_02830_,64.22
_02081_,64.215
_02712_,64.18
clknet_leaf_7_clk,64.18
cpuregs.raddr2\[1\],64.17
_04175_,64.12
_03583_,64.1
mem_wordsize\[0\],63.99
_02709_,63.92
_02786_,63.88
net142,63.85
_03818_,63.77
irq_pending\[3\],63.7
_07705_,63.64
_03242_,63.63
clknet_leaf_58_clk,63.56
_06287_,63.5
_02797_,63.28
_06085_,63.25
_04205_,63.24
_05745_,63.19
_05321_,63.175
_07865_,63.1
_03347_,62.96
_03363_,62.96
clknet_leaf_50_clk,62.92
_05360_,62.84
clknet_leaf_127_clk,62.84
clknet_leaf_89_clk,62.8
_04340_,62.68
_07915_,62.68
_02749_,62.62
_05385_,62.62
alu_out\[19\],62.495
clknet_leaf_68_clk,62.42
_02008_,62.36
_02856_,62.34
irq_mask\[5\],62.32
_05480_,62.305
_04212_,62.28
cpuregs.regs\[1\]\[26\],62.26
_03728_,62.255
_05599_,62.23
clknet_leaf_143_clk,62.1
_02826_,62.04
_06318_,62
clknet_leaf_42_clk,61.94
_04865_,61.92
_03300_,61.84
_04666_,61.72
_02664_,61.6
_07682_,61.6
_02255_,61.58
_02262_,61.58
clknet_leaf_87_clk,61.5
_04766_,61.46
_03526_,61.345
_06144_,61.34
irq_pending\[27\],61.31
_06255_,61.29
cpuregs.raddr2\[0\],61.27
instr_sra,61.22
net97,61.21
timer\[20\],61.12
compressed_instr,61.1
_05765_,61.035
clknet_leaf_126_clk,60.92
_07456_,60.89
is_jalr_addi_slti_sltiu_xori_ori_andi,60.88
_04585_,60.86
_04720_,60.84
_05142_,60.84
_07728_,60.82
_04814_,60.8
cpu_state\[5\],60.76
_05471_,60.75
_06017_,60.72
_03729_,60.68
clknet_leaf_107_clk,60.58
clknet_leaf_155_clk,60.58
_04649_,60.54
clknet_leaf_100_clk,60.5
clknet_leaf_49_clk,60.4
_05312_,60.3
_03534_,60.28
_03835_,60.28
_05481_,60.28
_07375_,60.21
_05898_,60.2
irq_mask\[8\],60.02
clknet_leaf_46_clk,60
_03417_,59.88
_06295_,59.83
_05659_,59.82
_06317_,59.78
irq_pending\[22\],59.78
clknet_leaf_51_clk,59.77
_05928_,59.735
clknet_leaf_40_clk,59.68
instr_lh,59.62
alu_out\[16\],59.58
_06253_,59.56
_07727_,59.52
reg_next_pc\[6\],59.52
_06271_,59.38
_05603_,59.365
clknet_leaf_69_clk,59.32
_06135_,59.18
_07372_,59.15
_04699_,59.12
_07497_,59.08
clknet_leaf_19_clk,59.06
clknet_leaf_128_clk,59.02
_05305_,58.94
_07911_,58.83
clknet_leaf_45_clk,58.8
mem_rdata_q\[6\],58.66
_01967_,58.46
_06021_,58.44
timer\[23\],58.44
_03902_,58.38
_05124_,58.24
_03331_,58.22
timer\[17\],58.18
_05988_,58.105
clknet_leaf_28_clk,58.1
_04667_,58.04
_06326_,58.03
_04795_,58.02
net297,57.94
reg_out\[17\],57.93
reg_pc\[3\],57.88
_07534_,57.72
instr_bgeu,57.64
irq_pending\[28\],57.56
_03198_,57.485
_02322_,57.38
clknet_leaf_167_clk,57.38
count_instr\[6\],57.24
clknet_leaf_62_clk,57.2
reg_next_pc\[7\],57.15
_06341_,56.98
clknet_leaf_136_clk,56.975
_06294_,56.97
clknet_leaf_30_clk,56.86
_05476_,56.82
_05370_,56.78
_02579_,56.68
_03328_,56.66
_04576_,56.64
clknet_leaf_174_clk,56.64
clknet_leaf_141_clk,56.53
net158,56.42
net145,56.4
cpuregs.raddr2\[2\],56.375
_05337_,56.22
_03966_,56.21
_06143_,56.205
_03774_,56.16
net140,56.1
_02715_,56.05
_06080_,56.04
_04035_,55.98
_02755_,55.96
_02656_,55.9
_05507_,55.88
clknet_leaf_71_clk,55.81
net160,55.8
timer\[24\],55.78
_07252_,55.74
count_instr\[35\],55.74
_04236_,55.68
_03960_,55.5
clknet_leaf_54_clk,55.29
_03446_,55.28
_05670_,55.28
_07811_,55.15
_04136_,55.1
irq_mask\[7\],55.04
_03918_,54.94
clknet_leaf_117_clk,54.94
timer\[0\],54.92
_04191_,54.82
_02205_,54.8
_05591_,54.78
alu_out_q\[28\],54.64
clknet_leaf_84_clk,54.64
_04583_,54.62
_04688_,54.58
_03754_,54.545
_05401_,54.53
_02582_,54.52
_03619_,54.44
net162,54.42
_07781_,54.31
reg_out\[22\],54.19
_05456_,54.1
_03535_,54.08
reg_next_pc\[5\],54.03
_05290_,53.945
_04306_,53.94
_05728_,53.86
_07678_,53.82
_03529_,53.815
_03879_,53.715
clknet_leaf_13_clk,53.64
_03814_,53.56
_03785_,53.54
_05806_,53.44
net135,53.28
_01822_,53.26
_06222_,53.19
_02593_,53.18
_03786_,53.175
mem_rdata_q\[12\],53.14
_03189_,53.04
timer\[5\],53.04
_05985_,53.03
_06160_,52.9
_05686_,52.86
_07704_,52.86
_05208_,52.82
clknet_leaf_173_clk,52.66
timer\[22\],52.64
_03644_,52.6
_07464_,52.59
_02690_,52.48
_07516_,52.28
_05531_,52.21
_06073_,52.18
_04167_,52.14
clknet_leaf_21_clk,52.14
_04312_,52.04
_03265_,51.94
timer\[25\],51.92
cpu_state\[4\],51.84
_03442_,51.77
_07322_,51.76
_03567_,51.74
_05074_,51.7
instr_srl,51.64
_02621_,51.62
_01741_,51.61
_03876_,51.54
clknet_leaf_169_clk,51.52
alu_out_q\[20\],51.5
_07614_,51.44
_06334_,51.3
_07486_,51.3
_03399_,51.24
_03988_,51.24
alu_out\[17\],51.225
_04066_,51.12
net295,51.1
reg_out\[31\],51.02
timer\[30\],51.02
_04020_,51
_06128_,50.99
_01250_,50.985
_02164_,50.98
net133,50.94
_04179_,50.92
_07360_,50.74
_07907_,50.64
_03408_,50.63
count_instr\[51\],50.63
_02090_,50.6
net283,50.58
_03221_,50.57
_05976_,50.52
clknet_leaf_77_clk,50.46
_06301_,50.43
_05575_,50.38
_07417_,50.28
timer\[4\],50.21
_05308_,50.15
cpuregs.regs\[10\]\[27\],50.09
_01786_,50.08
_03278_,50.04
_08212_,50
_05966_,49.82
_05769_,49.72
net298,49.66
_01748_,49.64
_04030_,49.6
timer\[11\],49.57
_02065_,49.54
irq_pending\[7\],49.49
_07631_,49.41
_06264_,49.4
_03249_,49.26
_07362_,49.24
clknet_leaf_56_clk,49.2
clknet_leaf_64_clk,49.16
_08245_,49.135
_07387_,49.12
net296,49.12
mem_rdata_q\[19\],49.08
reg_next_pc\[9\],49.04
irq_mask\[3\],49.02
_05635_,48.89
net134,48.88
_02282_,48.825
_05306_,48.66
clknet_leaf_74_clk,48.66
_03700_,48.6
_04868_,48.58
_02254_,48.57
_02616_,48.54
net161,48.44
_03955_,48.405
_07535_,48.3
_03702_,48.22
_07336_,48.18
clknet_leaf_118_clk,48.085
_03313_,48.05
count_cycle\[7\],48.04
_07345_,48.02
_04811_,48
clknet_leaf_11_clk,47.98
_05975_,47.94
clknet_leaf_190_clk,47.94
cpu_state\[2\],47.845
net156,47.82
_07818_,47.72
_02156_,47.68
_01155_,47.66
_04019_,47.56
_04861_,47.56
_07498_,47.52
_07471_,47.5
count_instr\[53\],47.44
_02622_,47.38
_05962_,47.38
net274,47.36
clknet_leaf_44_clk,47.36
mem_16bit_buffer\[1\],47.32
_05979_,47.24
mem_16bit_buffer\[2\],47.24
_04789_,47.12
_03691_,47.04
_03263_,47.02
count_instr\[15\],47.02
timer\[26\],46.98
_03257_,46.92
reg_out\[27\],46.88
_07989_,46.78
irq_mask\[13\],46.75
instr_srli,46.74
_05539_,46.72
_04638_,46.7
_05703_,46.68
_06383_,46.64
_07691_,46.64
_04596_,46.58
_02170_,46.565
net183,46.48
_03971_,46.41
mem_16bit_buffer\[4\],46.38
_03840_,46.37
reg_out\[21\],46.36
_02758_,46.32
_06325_,46.28
cpuregs.regs\[18\]\[23\],46.275
_00001_,46.2
mem_16bit_buffer\[0\],46.2
_03485_,46.175
_04874_,46.14
net132,46.06
_07831_,45.94
_04439_,45.92
net136,45.82
_03838_,45.78
_07575_,45.76
_02380_,45.6
_03316_,45.59
_01938_,45.56
_04727_,45.56
count_instr\[41\],45.56
_06309_,45.52
_03768_,45.5
irq_pending\[21\],45.43
_02092_,45.36
_04605_,45.24
net186,45.22
_05262_,45.14
_04315_,45.12
_07469_,45.11
alu_out_q\[22\],45.08
_05089_,45.06
net137,45.06
_02213_,44.9
_05617_,44.89
_03883_,44.84
_07618_,44.84
_03444_,44.78
_06272_,44.77
_05608_,44.76
_07523_,44.76
_06333_,44.72
timer\[18\],44.66
_03861_,44.65
cpuregs.regs\[4\]\[23\],44.64
timer\[1\],44.61
count_instr\[61\],44.56
_07975_,44.54
_07541_,44.52
_04125_,44.48
net290,44.44
count_instr\[36\],44.42
_03388_,44.4
_03780_,44.39
_02061_,44.34
_03515_,44.325
do_waitirq,44.3
count_instr\[4\],44.23
alu_out_q\[31\],44.2
reg_out\[29\],44.2
_05990_,44.18
_05805_,44.16
_07902_,44.08
timer\[28\],44.07
_02630_,44.04
_05226_,44.025
_04108_,43.98
_07487_,43.98
net138,43.98
_05119_,43.94
_05982_,43.8
_02329_,43.76
_06129_,43.76
_05581_,43.74
_04897_,43.66
_07881_,43.6
_05971_,43.595
_08258_,43.555
_04418_,43.54
clknet_leaf_135_clk,43.515
count_instr\[44\],43.5
_04109_,43.46
cpuregs.regs\[0\]\[29\],43.46
_03612_,43.36
timer\[10\],43.26
_02752_,43.24
_01975_,43.22
_03650_,43.205
_07900_,43.18
net159,43.14
_07887_,43.115
timer\[31\],43.04
_07564_,43
_06205_,42.94
cpuregs.regs\[5\]\[23\],42.94
_06422_,42.9
_02605_,42.78
_02260_,42.72
_03429_,42.7
_07676_,42.68
instr_sw,42.64
count_cycle\[53\],42.635
_02596_,42.62
_03584_,42.58
cpuregs.regs\[11\]\[27\],42.54
clknet_leaf_52_clk,42.52
_04555_,42.44
_05341_,42.44
reg_out\[28\],42.42
_05376_,42.34
count_instr\[2\],42.34
timer\[7\],42.31
count_instr\[3\],42.26
count_instr\[48\],42.26
clknet_leaf_91_clk,42.22
timer\[6\],42.18
_06191_,42.14
_08346_,42.14
net131,42.14
clknet_leaf_153_clk,42.08
_06263_,42.06
_08353_,42.01
_00066_,41.96
clknet_leaf_80_clk,41.94
count_instr\[59\],41.9
_05201_,41.76
_05075_,41.72
_01978_,41.705
_01756_,41.68
_03665_,41.68
_07787_,41.6
_02592_,41.58
_03908_,41.54
_05300_,41.5
irq_mask\[4\],41.5
_07596_,41.46
_03453_,41.44
_05690_,41.37
_02655_,41.3
_05777_,41.25
count_instr\[18\],41.25
_06346_,41.22
_02297_,41.12
_03776_,41.1
_06230_,41.1
_05618_,41.075
_03482_,41.06
_06340_,41.05
_05329_,41.02
_03927_,41
_05096_,40.94
reg_next_pc\[4\],40.94
_05128_,40.92
_04912_,40.74
reg_out\[26\],40.72
_07529_,40.59
_07540_,40.58
_05768_,40.52
cpuregs.regs\[6\]\[18\],40.475
latched_is_lh,40.4
_04122_,40.38
count_instr\[60\],40.36
clknet_leaf_158_clk,40.28
_02158_,40.26
_03455_,40.26
_07404_,40.24
_02626_,40.14
_05701_,40.1
cpuregs.regs\[1\]\[28\],40.06
_04500_,39.9
_02108_,39.88
_02547_,39.88
_04408_,39.84
cpuregs.regs\[12\]\[14\],39.84
_06154_,39.6
_08272_,39.58
_01762_,39.54
_04983_,39.48
irq_pending\[4\],39.46
_03512_,39.255
_03794_,39.24
_04437_,39.24
_05346_,39.22
clknet_leaf_171_clk,39.18
_00825_,39.135
count_instr\[23\],39.055
_04106_,39.04
_02292_,38.92
_05012_,38.84
count_cycle\[28\],38.805
_03566_,38.725
_02011_,38.7
_03230_,38.7
_03804_,38.61
_06153_,38.565
_05135_,38.52
clknet_leaf_48_clk,38.5
_02363_,38.44
_06168_,38.375
_07805_,38.32
_04852_,38.26
_05327_,38.25
_03782_,38.21
_05684_,38.155
count_instr\[12\],38.14
_07586_,38.1
_01722_,38.08
_04471_,38.08
_04893_,38.04
reg_out\[30\],38.04
_02095_,38.02
clknet_leaf_168_clk,37.94
_03452_,37.935
_05396_,37.9
_02330_,37.86
_07761_,37.695
_04836_,37.68
_05121_,37.64
_05700_,37.58
count_instr\[56\],37.56
mem_wordsize\[2\],37.54
count_instr\[40\],37.51
irq_mask\[10\],37.465
_05573_,37.415
count_instr\[29\],37.4
_03854_,37.36
cpuregs.regs\[10\]\[30\],37.355
_02183_,37.34
_07476_,37.32
_05681_,37.29
count_instr\[32\],37.24
_05961_,37.22
_02231_,37.2
instr_lw,37.2
_03291_,37.13
_01774_,37.1
timer\[2\],37.075
_03789_,37.06
count_instr\[9\],37.06
_04172_,37
_03556_,36.985
_05447_,36.98
_07342_,36.92
_04423_,36.78
count_cycle\[31\],36.78
count_instr\[5\],36.78
cpuregs.regs\[16\]\[23\],36.72
_03522_,36.7
reg_out\[24\],36.64
cpu_state\[0\],36.58
_04411_,36.52
cpuregs.regs\[8\]\[27\],36.44
_02137_,36.305
_02104_,36.26
_01768_,36.24
_03848_,36.24
_06238_,36.115
_04791_,36.06
_05272_,36.06
_05654_,36.06
_02195_,36.04
alu_out_q\[9\],35.96
_05424_,35.94
count_instr\[8\],35.94
timer\[21\],35.93
cpuregs.regs\[10\]\[31\],35.88
_07773_,35.825
_01940_,35.8
mem_16bit_buffer\[5\],35.8
_03749_,35.78
_02411_,35.76
_04734_,35.76
_02468_,35.72
_03488_,35.6
_07859_,35.56
_04442_,35.5
timer\[13\],35.495
_04846_,35.48
_02116_,35.46
_05569_,35.44
_03723_,35.4
cpuregs.regs\[10\]\[8\],35.305
_02076_,35.3
_03978_,35.27
_05515_,35.22
_05373_,35.2
irq_mask\[25\],35.06
timer\[15\],35.04
_06159_,35.025
net285,35.02
_04034_,34.96
_02307_,34.94
count_instr\[7\],34.88
cpuregs.regs\[1\]\[22\],34.86
_03462_,34.84
_06245_,34.84
_04406_,34.8
_07202_,34.77
mem_16bit_buffer\[7\],34.72
_01187_,34.665
_05726_,34.64
_05782_,34.64
cpuregs.regs\[10\]\[2\],34.555
timer\[9\],34.54
_06162_,34.51
cpuregs.regs\[14\]\[25\],34.51
_02150_,34.38
_03528_,34.32
_08359_,34.26
_04148_,34.24
_05423_,34.24
_01780_,34.165
_02053_,34.16
_05177_,34.14
_05400_,34.11
net284,33.96
_02036_,33.94
_05698_,33.9
_08277_,33.9
_08288_,33.885
_03809_,33.86
irq_pending\[11\],33.8
_04029_,33.78
clknet_leaf_27_clk,33.76
_03464_,33.74
_04721_,33.74
_08119_,33.74
_08203_,33.72
_02373_,33.7
cpuregs.regs\[28\]\[29\],33.66
_03454_,33.655
net157,33.64
_02300_,33.62
_02608_,33.525
_04542_,33.52
_04305_,33.5
_04624_,33.5
reg_out\[25\],33.5
irq_pending\[17\],33.41
timer\[16\],33.4
_08117_,33.34
_03787_,33.33
_07268_,33.32
_04475_,33.28
_02043_,33.265
_05332_,33.26
_08032_,33.24
count_instr\[1\],33.22
_05512_,33.16
mem_state\[1\],33.16
_06214_,33.1
_02083_,33.08
_04318_,33.08
count_cycle\[8\],33.08
_02627_,33.04
cpuregs.regs\[11\]\[30\],33.04
_05732_,33.02
_04723_,33
count_instr\[52\],33
_05648_,32.98
_02087_,32.96
count_instr\[30\],32.94
_08340_,32.9
count_instr\[39\],32.9
_05668_,32.89
cpuregs.regs\[31\]\[0\],32.88
_05439_,32.84
count_instr\[46\],32.84
irq_mask\[19\],32.84
_03546_,32.825
_05766_,32.82
clknet_leaf_150_clk,32.82
_01935_,32.8
clknet_leaf_59_clk,32.76
irq_mask\[31\],32.71
timer\[29\],32.67
_01226_,32.665
_03549_,32.655
count_cycle\[55\],32.65
_01801_,32.62
clknet_leaf_83_clk,32.62
_08216_,32.54
_05386_,32.53
_04138_,32.5
cpuregs.regs\[26\]\[23\],32.31
_04379_,32.28
cpuregs.regs\[5\]\[22\],32.28
is_compare,32.27
_02257_,32.26
irq_mask\[9\],32.24
cpuregs.regs\[2\]\[6\],32.22
_02387_,32.16
_03404_,32.06
cpuregs.regs\[10\]\[9\],32.055
_07629_,32.02
reg_out\[15\],32.02
