net,length_um
_11433_,53.58
clknet_leaf_165_clk,53.56
_11959_,53.54
_12638_,53.54
_11690_,53.52
_11514_,53.48
mem\[160\]\[16\],53.46
mem\[95\]\[20\],53.44
_12005_,53.42
_11869_,53.4
_12032_,53.34
_09707_,53.32
clknet_leaf_224_clk,53.3
mem\[0\]\[3\],53.28
clknet_leaf_87_clk,53.28
_12038_,53.18
clknet_leaf_209_clk,53.18
_10617_,53.14
_11923_,53.12
_10830_,53.08
_11998_,53.06
clknet_leaf_142_clk,53
clknet_leaf_474_clk,52.98
_10380_,52.96
clknet_leaf_701_clk,52.84
_10438_,52.82
_09747_,52.76
_08704_,52.74
_08763_,52.7
mem\[7\]\[5\],52.66
_11960_,52.58
clknet_leaf_705_clk,52.56
_08307_,52.54
_08590_,52.54
_09119_,52.54
_09335_,52.54
clknet_leaf_196_clk,52.54
_09689_,52.52
_12498_,52.52
_12485_,52.5
_10715_,52.42
_11002_,52.42
_11376_,52.38
_11754_,52.34
mem\[23\]\[1\],52.32
_09798_,52.26
mem\[89\]\[0\],52.26
_11554_,52.18
mem\[6\]\[6\],52.14
clknet_leaf_78_clk,52.1
_09594_,52.08
_09547_,52.06
_09791_,52.06
_10600_,52.06
_09122_,52.04
_12025_,52
_10834_,51.96
_10677_,51.94
_09834_,51.92
_10517_,51.92
_09160_,51.84
_08852_,51.8
_08455_,51.76
_12463_,51.74
_10816_,51.7
_09685_,51.66
clknet_leaf_160_clk,51.58
_12343_,51.54
_12573_,51.54
_09043_,51.5
_11815_,51.48
_11653_,51.46
mem\[0\]\[5\],51.44
_11135_,51.4
_08736_,51.36
_09799_,51.3
_11730_,51.28
_08990_,51.26
_08906_,51.24
_11150_,51.24
_10789_,51.14
_09128_,51.12
_11499_,51.12
_08801_,51.1
_11389_,51.08
_10995_,51.06
_08722_,51.02
_09443_,51.02
_08760_,51
_09981_,50.94
_12644_,50.94
_10426_,50.92
_11952_,50.9
_10960_,50.88
mem\[23\]\[9\],50.86
_12239_,50.82
_10187_,50.68
_10166_,50.66
mem\[184\]\[26\],50.66
_09903_,50.64
_08296_,50.62
_10407_,50.62
_11642_,50.58
_10305_,50.56
_10141_,50.48
_09039_,50.46
_10539_,50.46
_09340_,50.44
_10639_,50.44
_12608_,50.44
_09142_,50.4
_09536_,50.32
_11354_,50.32
_11718_,50.3
_12541_,50.3
_09538_,50.24
_11440_,50.24
mem\[219\]\[7\],50.22
_22739_,50.18
mem\[219\]\[5\],50.14
_09156_,50.12
_10079_,50.12
_10680_,50.12
mem\[12\]\[28\],50.11
_11775_,50
_11387_,49.94
_10615_,49.92
_09080_,49.9
_09829_,49.88
_09358_,49.86
_12675_,49.86
mem\[2\]\[20\],49.82
_12433_,49.76
_10748_,49.66
mem\[2\]\[15\],49.585
_08748_,49.58
_09819_,49.58
_11400_,49.52
_12081_,49.52
_08977_,49.5
_12069_,49.5
_10434_,49.46
_08934_,49.44
_09183_,49.4
_11837_,49.36
clknet_leaf_132_clk,49.36
mem\[15\]\[1\],49.34
_08367_,49.32
_10122_,49.32
mem\[22\]\[0\],49.31
_11472_,49.3
_11091_,49.265
_11205_,49.2
_21803_,49.2
_12332_,49.18
_08388_,49.04
_12341_,49.04
mem\[69\]\[3\],49.04
_10239_,49.02
_12621_,48.98
_08438_,48.97
mem\[14\]\[9\],48.965
_12014_,48.95
_08444_,48.94
mem\[15\]\[28\],48.94
clknet_leaf_92_clk,48.92
mem\[106\]\[26\],48.91
mem\[219\]\[6\],48.9
mem\[21\]\[27\],48.9
_10551_,48.82
_11281_,48.82
_09420_,48.78
_10014_,48.78
mem\[23\]\[3\],48.78
_11228_,48.74
_11098_,48.7
clknet_leaf_372_clk,48.7
_09385_,48.68
_08973_,48.64
_10015_,48.56
mem\[8\]\[18\],48.54
_12181_,48.52
_08912_,48.5
_09255_,48.5
_18457_,48.5
_11524_,48.44
_12293_,48.4
clknet_leaf_541_clk,48.4
mem\[1\]\[10\],48.38
clknet_leaf_626_clk,48.34
_10510_,48.32
clknet_leaf_490_clk,48.32
_10518_,48.24
mem\[22\]\[20\],48.24
_09094_,48.18
_20510_,48.08
_10388_,48.02
_10481_,47.98
_09731_,47.94
_10176_,47.94
_08530_,47.88
_10276_,47.86
_12311_,47.82
mem\[22\]\[13\],47.78
clknet_leaf_584_clk,47.78
_08940_,47.76
_11122_,47.76
mem\[23\]\[2\],47.76
_12090_,47.74
mem\[15\]\[7\],47.74
clknet_leaf_593_clk,47.74
_12523_,47.72
_11736_,47.68
_12441_,47.62
_09150_,47.52
_11895_,47.52
_11916_,47.52
_09940_,47.46
_08400_,47.44
clknet_leaf_658_clk,47.44
_10999_,47.4
_11022_,47.4
_08809_,47.36
_11348_,47.34
mem\[0\]\[2\],47.34
_12236_,47.32
_08855_,47.3
_12066_,47.28
_08991_,47.22
_09640_,47.22
mem\[105\]\[2\],47.22
_11724_,47.18
_09494_,47.14
mem\[79\]\[3\],47.13
_08355_,47.12
_10249_,47.08
mem\[104\]\[5\],47.06
_15083_,47
_09301_,46.94
_12354_,46.94
_12467_,46.94
_11328_,46.92
_08803_,46.88
_10347_,46.88
_10965_,46.88
mem\[21\]\[25\],46.82
mem\[5\]\[6\],46.82
clknet_leaf_188_clk,46.82
_11779_,46.8
_08385_,46.72
clknet_leaf_596_clk,46.68
_09118_,46.66
_09491_,46.66
_10476_,46.64
_09783_,46.62
_10735_,46.62
_11370_,46.6
_11872_,46.6
_11241_,46.56
_11931_,46.54
_10450_,46.52
_12456_,46.5
_10034_,46.42
_10214_,46.42
_11191_,46.42
_09837_,46.36
mem\[15\]\[6\],46.32
_10462_,46.26
_12426_,46.22
_10916_,46.2
mem\[184\]\[28\],46.2
_09879_,46.18
_11441_,46.18
mem\[0\]\[6\],46.18
_17739_,46.14
_09527_,46.1
_10879_,46.1
_11729_,46.06
_12370_,46.02
_10319_,46
mem\[1\]\[13\],45.98
_11620_,45.96
_09512_,45.94
_11930_,45.94
_08737_,45.92
_12461_,45.92
clknet_leaf_341_clk,45.92
_11247_,45.86
_10078_,45.84
_09124_,45.82
_09306_,45.82
_08586_,45.8
_09766_,45.76
_08683_,45.72
_10243_,45.64
_10027_,45.62
mem\[8\]\[17\],45.62
_11117_,45.6
_12443_,45.58
_10274_,45.52
_09211_,45.46
_08348_,45.42
_10618_,45.4
_09287_,45.36
_09341_,45.34
_09535_,45.3
mem\[184\]\[24\],45.3
_09098_,45.26
_12067_,45.26
_09633_,45.24
_10251_,45.18
mem\[20\]\[24\],45.14
_10986_,45.1
_12178_,45.06
mem\[0\]\[22\],45.04
mem\[10\]\[0\],45.025
_09423_,45.02
_12253_,45
_12437_,44.96
clknet_leaf_347_clk,44.96
mem\[184\]\[30\],44.94
mem\[17\]\[14\],44.9
_10882_,44.84
_09413_,44.82
_09488_,44.82
_08262_,44.8
_12322_,44.8
mem\[2\]\[16\],44.78
_10291_,44.76
_11888_,44.72
_09268_,44.7
_12302_,44.56
_11155_,44.5
_10344_,44.48
_09528_,44.38
_11576_,44.36
mem\[7\]\[7\],44.34
mem\[18\]\[26\],44.32
mem\[7\]\[4\],44.24
mem\[182\]\[11\],44.17
clknet_leaf_167_clk,44.16
_11883_,44.12
mem\[159\]\[2\],44.08
_12556_,44.02
_11468_,44
mem\[31\]\[13\],43.98
_08730_,43.92
_21056_,43.92
_10076_,43.88
_11862_,43.88
_12427_,43.88
mem\[89\]\[4\],43.88
_11693_,43.87
mem\[127\]\[20\],43.86
_11145_,43.8
_21036_,43.8
_11685_,43.76
mem\[106\]\[30\],43.69
_12226_,43.68
_11941_,43.66
_08967_,43.64
mem\[179\]\[5\],43.62
_11701_,43.56
_12264_,43.56
_11773_,43.54
_09428_,43.5
_11780_,43.42
_11903_,43.42
_12125_,43.42
clknet_leaf_437_clk,43.42
mem\[21\]\[16\],43.38
_12113_,43.34
_11161_,43.32
_09006_,43.24
_11956_,43.22
_11865_,43.1
_12474_,42.98
_12161_,42.96
_12133_,42.92
_09279_,42.9
_12403_,42.9
_10576_,42.86
_11214_,42.825
_12214_,42.8
_09704_,42.7
_10459_,42.68
_08943_,42.66
_09901_,42.62
_09826_,42.6
_10871_,42.58
_10161_,42.54
_11146_,42.5
_10690_,42.48
_10805_,42.48
mem\[4\]\[14\],42.46
_11847_,42.38
mem\[15\]\[30\],42.34
clknet_leaf_402_clk,42.3
_09179_,42.28
_11962_,42.26
mem\[24\]\[25\],42.26
_09600_,42.2
_09899_,42.2
_12420_,42.2
_12312_,42.18
mem\[20\]\[2\],42.16
_11619_,42.14
_08879_,42.12
_10089_,42.1
_09847_,42.08
clknet_leaf_222_clk,42
_09531_,41.98
_09330_,41.94
_09745_,41.94
_10448_,41.9
_10643_,41.9
_09273_,41.86
mem\[12\]\[27\],41.82
_12259_,41.75
_09365_,41.74
_12045_,41.74
_11497_,41.72
_10049_,41.62
_10457_,41.62
_11656_,41.6
_12506_,41.6
_11766_,41.58
_12673_,41.56
_22868_,41.44
mem\[229\]\[4\],41.44
mem\[10\]\[7\],41.425
_09601_,41.4
_09748_,41.38
_12414_,41.32
_10849_,41.3
_10874_,41.26
clknet_leaf_551_clk,41.24
clknet_leaf_261_clk,41.22
_11059_,41.2
_10284_,41.18
_09002_,41.12
_11640_,41.12
_10401_,41.095
mem\[22\]\[22\],41.08
_09310_,41.02
mem\[2\]\[12\],40.965
mem\[87\]\[28\],40.96
_08619_,40.9
_12656_,40.88
_23177_,40.86
_11892_,40.82
mem\[31\]\[11\],40.78
_08765_,40.76
_11003_,40.74
mem\[182\]\[12\],40.725
_09186_,40.72
_09438_,40.72
_10300_,40.72
_12003_,40.7
_12063_,40.7
_09986_,40.66
_08340_,40.64
mem\[229\]\[3\],40.64
_10875_,40.62
_10915_,40.58
mem\[4\]\[25\],40.57
_08711_,40.56
mem\[22\]\[8\],40.54
_08789_,40.52
_11523_,40.52
_09100_,40.5
_10192_,40.5
_11860_,40.5
_11085_,40.46
_11980_,40.46
mem\[161\]\[19\],40.46
_09869_,40.42
_10117_,40.34
_11401_,40.32
_12092_,40.26
_10447_,40.16
_12365_,40.16
_12585_,40.16
_09558_,40.14
_08857_,40.12
_12058_,40.12
_16792_,40.12
_10782_,40.1
_20635_,40.1
mem\[3\]\[24\],40.08
_09450_,40.06
mem\[106\]\[25\],40.05
_08988_,40.02
_09485_,40
_12046_,40
_12098_,39.94
_10666_,39.88
_11056_,39.88
_09343_,39.78
mem\[4\]\[27\],39.76
_18107_,39.74
mem\[23\]\[13\],39.72
_10724_,39.7
mem\[10\]\[2\],39.485
_10920_,39.48
mem\[159\]\[1\],39.44
_11302_,39.42
_11374_,39.42
_09014_,39.4
_10862_,39.36
_11270_,39.36
_08936_,39.34
_11199_,39.34
mem\[227\]\[0\],39.34
_11908_,39.32
_12060_,39.32
_10586_,39.28
_12387_,39.28
_11064_,39.2
_08254_,39.18
_10455_,39.18
_12304_,39.16
_09970_,39.08
mem\[151\]\[27\],39.06
_09966_,39
mem\[239\]\[3\],38.98
_09060_,38.94
_09077_,38.94
mem\[105\]\[5\],38.94
_09835_,38.92
_11651_,38.92
_08701_,38.9
_08873_,38.86
_12550_,38.86
_10786_,38.84
_10884_,38.84
_11290_,38.8
_11602_,38.8
_14509_,38.8
_09264_,38.78
_09074_,38.62
_12470_,38.62
mem\[89\]\[2\],38.62
_10722_,38.56
_08793_,38.54
_10832_,38.52
_11538_,38.48
mem\[1\]\[31\],38.46
_12613_,38.4
_09916_,38.32
_09711_,38.28
_09973_,38.26
_11628_,38.26
mem\[18\]\[4\],38.225
mem\[175\]\[26\],38.2
_12321_,38.16
_11938_,38.12
mem\[151\]\[25\],38.1
_09778_,38.06
_12056_,38.06
_09263_,38.02
_09397_,38.02
clknet_leaf_260_clk,38.02
_09720_,38
_09950_,37.98
mem\[104\]\[2\],37.98
mem\[23\]\[22\],37.98
mem\[135\]\[19\],37.96
_09047_,37.94
_09572_,37.94
_11782_,37.94
_11263_,37.9
_11520_,37.9
_09354_,37.88
_09008_,37.82
_10372_,37.82
_12189_,37.82
mem\[15\]\[4\],37.82
_10010_,37.8
_10525_,37.8
_11006_,37.8
_12077_,37.78
_10125_,37.75
_11222_,37.7
_11827_,37.7
mem\[5\]\[1\],37.7
_12118_,37.68
_09089_,37.66
_12590_,37.66
mem\[95\]\[13\],37.66
mem\[151\]\[24\],37.64
_11994_,37.62
_08317_,37.56
_12246_,37.56
_09910_,37.52
_12447_,37.52
_11338_,37.5
_12607_,37.48
_10258_,37.44
_10490_,37.34
_16822_,37.32
_08794_,37.3
mem\[95\]\[9\],37.3
_09427_,37.24
_12243_,37.24
_08847_,37.22
_10867_,37.22
_10797_,37.18
_11142_,37.18
_09458_,37.12
_11411_,37.06
mem\[8\]\[9\],37.06
mem\[151\]\[30\],37.02
mem\[1\]\[25\],37.02
mem\[24\]\[8\],37.02
_12659_,36.97
_11664_,36.96
_08930_,36.94
_09346_,36.94
_10173_,36.94
_09075_,36.9
_09822_,36.9
_11996_,36.9
mem\[95\]\[23\],36.88
mem\[126\]\[20\],36.85
_09031_,36.84
_08453_,36.82
_08830_,36.76
_12084_,36.74
_09112_,36.72
_12135_,36.72
_12393_,36.7
_10268_,36.64
_12628_,36.64
_12398_,36.62
_10147_,36.6
_21076_,36.58
mem\[184\]\[29\],36.56
_10339_,36.54
_10331_,36.52
_12531_,36.52
_08615_,36.5
mem\[69\]\[2\],36.46
_10869_,36.44
_10980_,36.44
mem\[14\]\[8\],36.41
_09244_,36.4
_10138_,36.38
_11954_,36.36
mem\[173\]\[13\],36.36
_08815_,36.34
_11674_,36.34
_12016_,36.28
_09643_,36.26
mem\[185\]\[26\],36.26
mem\[79\]\[2\],36.26
mem\[8\]\[11\],36.26
mem\[89\]\[3\],36.24
_10728_,36.22
_10820_,36.22
_11575_,36.22
mem\[239\]\[7\],36.22
_09657_,36.2
_10823_,36.19
_09504_,36.16
_09005_,36.14
_10405_,36.14
mem\[175\]\[16\],36.12
_09435_,36.1
mem\[39\]\[6\],36.1
_08985_,36.08
_10134_,36.06
_11517_,36.06
clknet_leaf_550_clk,36.06
clknet_leaf_703_clk,35.98
mem\[182\]\[17\],35.965
_10185_,35.94
_12250_,35.94
_10471_,35.86
_16744_,35.84
_18128_,35.84
mem\[20\]\[1\],35.84
_09417_,35.78
_12513_,35.76
mem\[184\]\[31\],35.74
_08629_,35.72
_10008_,35.72
mem\[105\]\[6\],35.72
mem\[159\]\[0\],35.72
_12569_,35.68
_10025_,35.6
mem\[184\]\[10\],35.6
_09705_,35.58
mem\[143\]\[30\],35.58
mem\[171\]\[9\],35.52
_10930_,35.5
_11013_,35.5
_10222_,35.48
_11528_,35.46
_08545_,35.44
mem\[15\]\[31\],35.44
_10133_,35.42
_12548_,35.42
_12480_,35.38
_12615_,35.38
_15295_,35.38
_10951_,35.36
_10977_,35.3
_12205_,35.3
mem\[104\]\[6\],35.3
_09161_,35.28
_09984_,35.26
_10418_,35.26
_12314_,35.26
mem\[95\]\[10\],35.26
_09166_,35.24
_11687_,35.22
_12290_,35.22
_12372_,35.22
_08915_,35.2
_12283_,35.16
_12564_,35.16
mem\[15\]\[29\],35.12
_11248_,35.1
_09763_,35.04
_09261_,35.02
_09103_,34.98
mem\[9\]\[1\],34.98
_09132_,34.92
_08747_,34.9
_12318_,34.9
_08521_,34.88
mem\[90\]\[10\],34.87
_11816_,34.84
_09928_,34.82
_09933_,34.82
_11408_,34.8
_08243_,34.785
_10887_,34.78
mem\[239\]\[4\],34.76
mem\[99\]\[6\],34.72
_12129_,34.68
_12643_,34.68
_12361_,34.66
mem\[171\]\[15\],34.64
_10968_,34.6
_09974_,34.58
_10400_,34.5
_08742_,34.48
_10730_,34.48
_11306_,34.44
_08656_,34.4
_12320_,34.38
_09256_,34.36
_08889_,34.34
_09534_,34.34
_10844_,34.34
_11300_,34.34
mem\[23\]\[5\],34.32
mem\[24\]\[27\],34.32
_11795_,34.3
clknet_leaf_330_clk,34.28
_11347_,34.2
_09890_,34.16
mem\[12\]\[14\],34.16
mem\[218\]\[6\],34.145
_11661_,34.12
_10944_,34.08
_12140_,34
_09803_,33.98
mem\[150\]\[15\],33.97
_10738_,33.96
mem\[1\]\[2\],33.96
_12031_,33.92
_11005_,33.88
mem\[3\]\[29\],33.88
_10280_,33.82
_11129_,33.8
_08839_,33.76
_12199_,33.72
_12095_,33.705
_09780_,33.68
_08281_,33.66
_09760_,33.66
mem\[166\]\[3\],33.645
_10765_,33.64
mem\[135\]\[10\],33.62
mem\[135\]\[18\],33.62
mem\[99\]\[5\],33.54
mem\[126\]\[7\],33.51
_12471_,33.5
_15235_,33.5
_12171_,33.46
mem\[135\]\[9\],33.455
_12646_,33.44
_12278_,33.4
_10333_,33.38
_12147_,33.38
mem\[160\]\[19\],33.38
mem\[3\]\[28\],33.38
_08602_,33.34
_11493_,33.34
mem\[11\]\[26\],33.34
_10057_,33.32
_10866_,33.32
_12074_,33.32
_09564_,33.3
mem\[24\]\[23\],33.3
_09252_,33.26
_11808_,33.26
_08489_,33.24
mem\[127\]\[21\],33.24
_09109_,33.2
_10514_,33.2
mem\[219\]\[2\],33.18
_10788_,33.1
mem\[4\]\[0\],33.1
mem\[160\]\[20\],33.06
mem\[171\]\[10\],33.04
_08923_,33
_08369_,32.96
_09042_,32.96
_10562_,32.86
_11768_,32.86
_08820_,32.84
mem\[13\]\[17\],32.84
_10005_,32.77
mem\[2\]\[13\],32.725
mem\[22\]\[14\],32.7
mem\[229\]\[7\],32.68
_11680_,32.66
_10081_,32.64
_09297_,32.62
mem\[15\]\[26\],32.6
mem\[171\]\[13\],32.58
mem\[7\]\[3\],32.58
_12435_,32.56
mem\[18\]\[2\],32.56
_09147_,32.54
_09571_,32.54
_13043_,32.54
clknet_leaf_697_clk,32.48
mem\[4\]\[9\],32.46
mem\[22\]\[12\],32.44
_08670_,32.4
_10688_,32.36
_11345_,32.36
_12155_,32.34
_10309_,32.28
mem\[17\]\[18\],32.28
_09135_,32.26
_10047_,32.24
_11415_,32.24
_08698_,32.22
_11547_,32.2
_09070_,32.18
_09334_,32.16
_08944_,32.14
mem\[219\]\[3\],32.14
mem\[3\]\[30\],32.14
mem\[126\]\[21\],32.13
_09894_,32.12
_11503_,32.12
_11917_,32.12
_12575_,32.12
mem\[239\]\[1\],32.12
_08756_,32.1
_10439_,32.08
_10115_,32.05
mem\[138\]\[16\],32.005
_09628_,32
mem\[127\]\[7\],32
_08693_,31.94
mem\[214\]\[7\],31.93
mem\[78\]\[25\],31.93
mem\[15\]\[3\],31.92
_09157_,31.9
_10803_,31.88
mem\[2\]\[22\],31.88
_08638_,31.86
_12379_,31.86
_18639_,31.84
mem\[58\]\[7\],31.83
mem\[198\]\[0\],31.825
mem\[4\]\[29\],31.8
_12020_,31.78
_10901_,31.72
_12231_,31.72
_09793_,31.7
_11234_,31.7
_11881_,31.7
mem\[54\]\[20\],31.685
_10652_,31.68
_10856_,31.66
mem\[59\]\[15\],31.64
mem\[10\]\[5\],31.625
_09121_,31.62
_09663_,31.62
_10984_,31.62
_12557_,31.62
_08806_,31.6
_12203_,31.6
_11786_,31.58
_12183_,31.58
mem\[3\]\[27\],31.56
_12368_,31.54
mem\[0\]\[20\],31.54
_11879_,31.5
mem\[4\]\[2\],31.48
mem\[87\]\[31\],31.48
_09944_,31.46
_11725_,31.42
_14977_,31.41
_11912_,31.4
_08703_,31.38
_11215_,31.38
mem\[185\]\[24\],31.34
_09360_,31.24
_12040_,31.24
_10039_,31.16
_10852_,31.16
_10017_,31.14
_12374_,31.12
mem\[20\]\[7\],31.115
mem\[185\]\[28\],31.1
_10720_,31.04
_11836_,31.04
_09831_,31.02
_08524_,30.98
_12454_,30.86
mem\[19\]\[7\],30.86
_10633_,30.84
mem\[87\]\[29\],30.78
_11101_,30.76
_09045_,30.74
_09968_,30.74
_11558_,30.74
_11784_,30.74
_11267_,30.7
_12421_,30.7
mem\[59\]\[3\],30.7
_11367_,30.685
mem\[175\]\[11\],30.68
_10196_,30.66
_10602_,30.66
_10745_,30.66
_11427_,30.66
_10934_,30.64
_10958_,30.64
_11443_,30.64
_20537_,30.62
mem\[70\]\[23\],30.585
_12023_,30.58
_12483_,30.58
mem\[59\]\[13\],30.56
_08884_,30.54
mem\[20\]\[5\],30.54
clknet_leaf_13_clk,30.54
_09876_,30.52
_11396_,30.5
mem\[182\]\[9\],30.47
_11508_,30.46
_09290_,30.4
mem\[126\]\[12\],30.37
_10552_,30.36
mem\[211\]\[21\],30.36
mem\[49\]\[3\],30.36
mem\[14\]\[15\],30.325
_16704_,30.32
mem\[152\]\[21\],30.32
_08573_,30.28
_12642_,30.28
mem\[19\]\[1\],30.28
_08941_,30.24
_11723_,30.22
mem\[22\]\[18\],30.22
_23698_,30.2
_09891_,30.16
_11147_,30.16
_11858_,30.14
mem\[184\]\[27\],30.12
mem\[22\]\[11\],30.1
_10663_,30.08
_10890_,30.06
_11852_,30.06
mem\[182\]\[16\],30.03
mem\[8\]\[26\],30.02
_10106_,30
_11910_,30
mem\[24\]\[28\],30
mem\[12\]\[6\],29.98
_10566_,29.94
_09618_,29.9
_09432_,29.88
_12356_,29.88
_11951_,29.86
mem\[24\]\[30\],29.84
mem\[78\]\[31\],29.83
_09761_,29.82
mem\[156\]\[15\],29.82
_11535_,29.8
_09548_,29.76
_11032_,29.76
_09694_,29.74
mem\[2\]\[11\],29.73
mem\[5\]\[7\],29.68
_10501_,29.66
mem\[4\]\[3\],29.66
_12413_,29.64
_09827_,29.62
_09258_,29.58
_08685_,29.54
_10208_,29.54
mem\[105\]\[1\],29.54
_11914_,29.52
_09567_,29.51
_11905_,29.5
_09162_,29.48
mem\[104\]\[1\],29.48
mem\[17\]\[12\],29.48
_12357_,29.46
mem\[159\]\[4\],29.46
_12009_,29.44
_09606_,29.42
mem\[185\]\[29\],29.42
_10033_,29.38
mem\[22\]\[30\],29.375
_10601_,29.36
mem\[90\]\[16\],29.345
_12010_,29.34
_12598_,29.32
mem\[46\]\[11\],29.285
_09521_,29.28
_12542_,29.28
_12759_,29.28
mem\[127\]\[30\],29.28
mem\[24\]\[12\],29.28
_10821_,29.265
_08785_,29.18
_11112_,29.18
_12595_,29.14
_11810_,29.12
mem\[175\]\[12\],29.12
mem\[20\]\[6\],29.12
_11382_,29.08
mem\[220\]\[30\],29.08
_10204_,29.06
_11078_,29.06
mem\[59\]\[23\],29.06
_15144_,29.04
_10592_,29.02
_08987_,28.98
mem\[184\]\[25\],28.98
_10310_,28.96
mem\[11\]\[29\],28.96
_11123_,28.94
mem\[179\]\[4\],28.94
mem\[7\]\[1\],28.88
_08387_,28.86
mem\[182\]\[8\],28.85
_11793_,28.78
_11967_,28.74
_11614_,28.72
mem\[65\]\[6\],28.72
_09108_,28.7
_10304_,28.7
_08887_,28.66
_11039_,28.66
_11140_,28.62
_08470_,28.6
_10065_,28.6
_11197_,28.6
mem\[4\]\[28\],28.6
_12383_,28.58
_10053_,28.56
_12508_,28.54
_08951_,28.52
mem\[189\]\[1\],28.52
_09824_,28.48
_10610_,28.48
_08567_,28.44
_11605_,28.44
_12219_,28.42
mem\[17\]\[27\],28.4
mem\[24\]\[9\],28.38
_08255_,28.34
mem\[22\]\[10\],28.3
mem\[8\]\[13\],28.3
_10876_,28.28
_11329_,28.28
_12288_,28.28
mem\[79\]\[0\],28.28
_11481_,28.26
_10116_,28.24
mem\[138\]\[23\],28.205
_09356_,28.2
_12144_,28.2
mem\[10\]\[1\],28.185
_08972_,28.14
_10631_,28.14
_09506_,28.1
mem\[11\]\[17\],28.1
_12704_,28.08
mem\[4\]\[7\],28.08
_09368_,28.06
mem\[175\]\[9\],28.06
mem\[42\]\[21\],28.045
_10071_,28.04
_10620_,28.04
mem\[18\]\[3\],28.04
_08362_,27.98
_09584_,27.94
_09698_,27.94
_09809_,27.94
_11840_,27.86
_09267_,27.84
mem\[8\]\[8\],27.84
_09723_,27.82
_09714_,27.78
_09906_,27.78
_10679_,27.78
_10855_,27.72
_09478_,27.7
mem\[138\]\[19\],27.69
mem\[142\]\[30\],27.685
_10104_,27.66
_11092_,27.66
mem\[126\]\[3\],27.65
mem\[4\]\[31\],27.62
_09607_,27.6
_10043_,27.6
_11677_,27.6
mem\[23\]\[14\],27.6
_08963_,27.58
_08434_,27.56
_08680_,27.56
_08724_,27.56
_09918_,27.54
mem\[82\]\[23\],27.525
_11975_,27.52
_08812_,27.48
mem\[20\]\[26\],27.48
_11060_,27.46
mem\[74\]\[31\],27.43
_12034_,27.4
_10556_,27.38
_11187_,27.38
_10783_,27.37
_18730_,27.36
_10571_,27.34
_12124_,27.32
_10660_,27.3
mem\[4\]\[8\],27.28
_10969_,27.26
mem\[8\]\[29\],27.22
_11608_,27.14
mem\[211\]\[20\],27.14
_10801_,27.12
_09566_,27.1
_11790_,27.1
_12348_,27.1
_15265_,27.1
_11128_,27.08
_08248_,27.06
_09715_,27.06
_10463_,27.06
_09908_,27.02
_11170_,27.02
mem\[99\]\[1\],27.02
_12476_,27
_09400_,26.98
_10729_,26.98
mem\[8\]\[27\],26.98
_12429_,26.96
mem\[135\]\[13\],26.96
_09078_,26.92
_09589_,26.88
_08772_,26.86
_08935_,26.86
mem\[12\]\[9\],26.84
_09767_,26.82
_12307_,26.8
_09096_,26.78
mem\[11\]\[14\],26.78
mem\[171\]\[8\],26.74
mem\[184\]\[9\],26.74
mem\[3\]\[11\],26.705
_09102_,26.7
mem\[2\]\[19\],26.7
_11698_,26.68
_12286_,26.68
mem\[175\]\[24\],26.68
mem\[135\]\[12\],26.66
_12191_,26.64
_09095_,26.62
_11471_,26.62
_09013_,26.6
mem\[4\]\[10\],26.56
mem\[6\]\[10\],26.56
_09624_,26.54
_12334_,26.5
mem\[12\]\[7\],26.5
_11335_,26.48
mem\[119\]\[7\],26.48
_09556_,26.46
_11874_,26.44
mem\[175\]\[14\],26.44
mem\[31\]\[9\],26.44
_18138_,26.42
mem\[159\]\[12\],26.42
mem\[158\]\[20\],26.365
mem\[58\]\[0\],26.365
_08980_,26.36
mem\[161\]\[20\],26.36
mem\[59\]\[12\],26.36
_09367_,26.32
_12157_,26.3
_12663_,26.3
mem\[6\]\[3\],26.28
_11901_,26.26
mem\[217\]\[0\],26.26
mem\[6\]\[7\],26.26
_12617_,26.24
mem\[30\]\[24\],26.23
mem\[23\]\[27\],26.22
mem\[23\]\[28\],26.22
_11186_,26.2
_09019_,26.18
_10391_,26.18
_11394_,26.18
_12355_,26.18
mem\[19\]\[0\],26.18
mem\[66\]\[24\],26.15
_18670_,26.14
mem\[175\]\[29\],26.14
_10704_,26.1
_10785_,26.1
_12116_,26.1
mem\[10\]\[20\],26.1
mem\[20\]\[27\],26.1
_12600_,26.08
mem\[135\]\[0\],26.06
mem\[220\]\[21\],26.04
clknet_leaf_598_clk,26.02
_09076_,25.96
_10281_,25.96
_11201_,25.96
mem\[24\]\[15\],25.96
mem\[182\]\[7\],25.945
mem\[199\]\[15\],25.94
_12328_,25.92
mem\[127\]\[3\],25.92
_12270_,25.9
_09552_,25.86
mem\[70\]\[22\],25.845
_08372_,25.84
_11739_,25.84
_12149_,25.84
mem\[127\]\[8\],25.84
mem\[46\]\[14\],25.83
_12261_,25.82
mem\[211\]\[13\],25.82
mem\[190\]\[5\],25.805
_12272_,25.8
_09565_,25.78
mem\[7\]\[2\],25.76
_20969_,25.74
mem\[15\]\[24\],25.74
mem\[70\]\[7\],25.725
mem\[138\]\[18\],25.685
_20743_,25.68
_09286_,25.66
_11792_,25.66
_09225_,25.6
mem\[182\]\[18\],25.585
mem\[46\]\[13\],25.57
mem\[0\]\[23\],25.56
mem\[122\]\[1\],25.545
_12472_,25.54
_09059_,25.52
_11185_,25.52
mem\[226\]\[5\],25.505
